Phoenix,33.5249025,-112.1153098,1.5,true
Phoenix,33.4354634,-112.0069893,1.5,true
Phoenix,33.6008771,-112.0376849,4.0,true
Phoenix,33.8039,-112.130405,5.0,true
Phoenix,33.6070702,-112.0643825,1.0,true
Phoenix,33.60731,-112.063404,3.0,true
Phoenix,33.5063676,-112.0335679,2.0,true
Phoenix,33.5087649,-112.04624,3.0,true
Phoenix,33.6569065,-111.9298903,2.5,true
Phoenix,33.4499672,-112.0702225,5.0,true
Phoenix,33.6102929,-111.9765967,5.0,true
Phoenix,33.4787353,-112.2213794,2.5,true
Phoenix,33.4803014,-112.0805864,4.0,true
Phoenix,33.4061011,-112.0043218,5.0,true
Phoenix,33.8704759938,-112.150187952,2.5,true
Phoenix,33.5528695002,-112.133711849,2.5,true
Phoenix,33.5823628,-112.1498845,4.0,true
Phoenix,33.3050778508,-111.995494589,4.5,true
Phoenix,33.6758843,-112.0175964,4.0,true
Phoenix,33.702171,-112.099969,4.5,true
Phoenix,33.574974,-112.1210338,3.5,true
Phoenix,33.4484279,-112.0731767,4.0,true
Phoenix,33.6396146,-112.0561959,4.0,true
Phoenix,33.5978118,-112.1203119,4.0,true
Phoenix,33.4737051,-112.0132277,5.0,true
Phoenix,33.4849497,-112.1338086,4.5,true
Phoenix,33.4949336872,-111.995244882,5.0,true
Phoenix,33.4509469,-112.1113283,4.0,true
Phoenix,33.4887595,-112.082401842,4.5,true
Phoenix,33.8649643,-112.1388202,3.0,true
Phoenix,33.5803023,-112.1196529,3.0,true
Phoenix,33.3059769,-111.9895616,1.5,true
Phoenix,33.466401,-111.935237,5.0,true
Phoenix,33.6803004,-111.8330106,5.0,true
Phoenix,33.4667324,-112.0727233,3.5,true
Phoenix,33.4460091,-112.0712364,4.5,true
Phoenix,33.5019152,-112.0046874,4.5,true
Phoenix,33.451372,-112.1498341,2.5,true
Phoenix,33.6754711,-111.9633085,5.0,true
Phoenix,33.4797352,-112.2379385,2.5,true
Phoenix,33.347893,-111.9768218,4.5,true
Phoenix,33.4877456,-112.047384,2.5,true
Phoenix,33.601223,-112.127052,4.5,true
Phoenix,33.6256581,-111.9783942,2.5,true
Phoenix,33.5373376,-112.1139805,4.0,true
Phoenix,33.6259,-112.0136,2.0,true
Phoenix,33.4356207,-112.0095457,2.5,true
Phoenix,33.5821598574,-112.149003806,3.0,true
Phoenix,33.6092633,-112.1347081,3.0,true
Phoenix,33.499456,-112.1353558,2.5,true
Phoenix,33.6383077,-112.0141798,5.0,true
Phoenix,33.4035099,-112.0121347,4.0,true
Phoenix,33.4811792,-112.1366029,5.0,true
Phoenix,33.4485137,-112.0511925,5.0,true
Phoenix,33.4382789,-112.0178286,5.0,true
Phoenix,33.526816,-112.1325126,2.0,true
Phoenix,33.6261012023,-112.100477105,5.0,true
Phoenix,33.65636,-112.102264,5.0,true
Phoenix,33.684252,-112.1078556,4.0,true
Phoenix,33.641218993,-112.08620321,4.5,true
Phoenix,33.425314,-112.072919,3.0,true
Phoenix,33.4660114,-112.0123338,3.0,true
Phoenix,33.4800487,-112.1347018,3.0,true
Phoenix,33.6108166827,-112.014812802,5.0,true
Phoenix,33.6046388,-111.9849523,5.0,true
Phoenix,33.5080986,-112.0289095,4.5,true
Phoenix,33.313337,-112.027619,5.0,true
Phoenix,33.4656476327,-112.050700894,5.0,true
Phoenix,33.6540943,-111.9784079,1.0,true
Phoenix,33.6087725,-112.1607233,3.5,true
Phoenix,33.6782379,-112.1012912,5.0,true
Phoenix,33.6649542,-112.1104708,3.0,true
Phoenix,33.508949,-112.058657,4.0,true
Phoenix,33.507737,-112.051693,5.0,true
Phoenix,33.4483771,-112.0740373,1.0,true
Phoenix,33.5219005,-112.0642012,4.5,true
Phoenix,33.7146952489,-112.112520669,4.0,true
Phoenix,33.567251,-112.081407,3.0,true
Phoenix,33.562528,-112.105024,2.0,true
Phoenix,33.494985,-112.003115,5.0,true
Phoenix,33.5095292,-112.0609579,4.0,true
Phoenix,33.5093314,-112.1561469,3.0,true
Phoenix,33.465459,-112.017434,5.0,true
Phoenix,33.5104258,-112.0284918,4.5,true
Phoenix,33.5105994,-112.0652913,3.0,true
Phoenix,33.6418473,-111.9955708,3.0,true
Phoenix,33.469201,-112.047393,4.0,true
Phoenix,33.664516,-112.2026347,3.0,true
Phoenix,33.4803806,-111.9810074,1.5,true
Phoenix,33.457334,-112.064827,4.0,true
Phoenix,33.607105,-112.063427,4.0,true
Phoenix,33.5160183,-112.0457843,4.0,true
Phoenix,33.5090956322,-111.996160461,3.5,true
Phoenix,33.3204192,-111.97966,5.0,true
Phoenix,33.4792,-112.0468171,2.5,true
Phoenix,33.4574188,-112.0767572,5.0,true
Phoenix,33.4803042,-111.9602653,5.0,true
Phoenix,33.4954247625,-112.003463016,4.5,true
Phoenix,33.5741205,-112.1265938,1.0,true
Phoenix,33.5632975,-112.1176176,4.5,true
Phoenix,33.6374021,-112.0686624,4.0,true
Phoenix,33.6259523,-112.1343378,5.0,true
Phoenix,33.4938364,-111.9921378,2.5,true
Phoenix,33.4789096168,-111.999478024,2.0,true
Phoenix,33.6308568,-112.0309244,3.5,true
Phoenix,33.6539866,-112.1014989,3.5,true
Phoenix,33.6085279,-112.0366456,4.0,true
Phoenix,33.6402988,-112.0481559,4.5,true
Phoenix,33.65563,-111.927745,3.5,true
Phoenix,33.4101395,-111.9900941,5.0,true
Phoenix,33.5378713137,-112.055160999,4.0,true
Phoenix,33.5673532,-112.0684098,5.0,true
Phoenix,33.4655321,-112.0763391,5.0,true
Phoenix,33.4816906,-111.9863739,4.5,true
Phoenix,33.6556530143,-112.012032084,3.5,true
Phoenix,33.3044818,-111.9852834,3.5,true
Phoenix,33.4220693799,-111.989013031,5.0,true
