Las Vegas,36.20743,-115.26846,4.0,true
Las Vegas,36.1974844,-115.2496601,1.5,true
Las Vegas,36.0850508374,-115.119420802,4.5,true
Las Vegas,36.056382,-115.269332,4.5,true
Las Vegas,36.105196,-115.0568796,3.5,true
Las Vegas,36.1169648,-115.185696,4.0,true
Las Vegas,36.0669136,-115.1708484,4.0,true
Las Vegas,36.0646523,-115.1189541,2.5,true
Las Vegas,36.0682585154,-115.1788768,3.0,true
Las Vegas,36.1366387,-115.1845851,3.5,true
Las Vegas,36.142544,-115.2687306,4.5,true
Las Vegas,36.1725319,-115.197258,4.0,true
Las Vegas,36.1193098,-115.1717702,4.5,true
Las Vegas,36.1213295255,-115.175283886,4.0,true
Las Vegas,36.1110572,-115.2416881,1.5,true
Las Vegas,36.1713127195,-115.205316257,4.0,true
Las Vegas,36.2030945,-115.2244853,4.5,true
Las Vegas,36.163434,-115.0995747,4.0,true
Las Vegas,36.1721645,-115.2429831,4.0,true
Las Vegas,36.1300128,-115.10931,2.0,true
Las Vegas,36.1305272,-115.1084585,3.5,true
Las Vegas,36.1009203,-115.099617,2.5,true
Las Vegas,36.1009203,-115.099617,5.0,true
Las Vegas,36.1707064994,-115.190288481,4.0,true
Las Vegas,36.2189115,-115.2838436,5.0,true
Las Vegas,36.090924,-115.2221746,5.0,true
Las Vegas,36.099874,-115.225732,3.0,true
Las Vegas,36.1128952,-115.0623534,3.0,true
Las Vegas,36.158484036,-115.311185382,2.0,true
Las Vegas,36.1593275383,-115.082178745,4.5,true
Las Vegas,36.0219392257,-115.119186614,4.5,true
Las Vegas,36.0342435,-115.1714093,4.5,true
Las Vegas,36.0967114,-115.296528,2.0,true
Las Vegas,36.0712299,-115.1330676,5.0,true
Las Vegas,36.0713491,-115.1282562,4.5,true
Las Vegas,36.0837776,-115.1004693,5.0,true
Las Vegas,36.1448478699,-115.26499939,5.0,true
Las Vegas,36.1683449,-115.2659777,5.0,true
Las Vegas,36.0931238,-115.2797507,5.0,true
Las Vegas,36.0563527,-115.2773493,4.5,true
Las Vegas,36.069854,-115.135582,4.0,true
Las Vegas,36.1425179,-115.1422063,2.5,true
Las Vegas,36.1165487,-115.0881146,5.0,true
Las Vegas,36.0100856,-115.1186563,4.5,true
Las Vegas,36.064516,-115.248592,2.5,true
Las Vegas,36.2088829,-115.248653,3.0,true
Las Vegas,36.1214517,-115.1696112,4.0,true
Las Vegas,36.0986321,-115.1360793,4.5,true
Las Vegas,36.0564011,-115.1236678,5.0,true
Las Vegas,36.134089,-115.17676,5.0,true
Las Vegas,36.1580433,-115.0460999,3.5,true
Las Vegas,36.0412109,-115.132261,4.5,true
Las Vegas,36.068215,-115.1539278,2.0,true
Las Vegas,36.0890355,-115.2433613,2.5,true
Las Vegas,36.1443826,-115.201615,3.5,true
Las Vegas,36.1440231017,-115.195895992,4.5,true
